"tx","ty","tz","r","g","b","a","scale","shape",
"0.52968144","0.8404007","0.019256886","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9407621","0.5770514","0.00140383","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.89888656","0.4310177","0.0018768597","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.87801355","0.17457351","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.911469","0.23109093","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8462631","0.46196485","0.005645838","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9853121","0.46391258","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8768478","0.8525329","0.0016327153","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.14880209","0.5960176","0.022873273","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9657714","0.8658567","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.16073215","0.769239","0.023285268","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.90872693","0.55427384","0.0037537194","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.93167424","0.23332648","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.14166942","0.4911677","0.017776761","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.962322","0.41048256","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.961418","0.6356329","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.92875564","0.9244359","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9789241","0.058325887","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9767014","0.62191486","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9205601","0.60391796","0.0026092927","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9533008","0.62129706","0.00010681315","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.95305127","0.8783145","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.681178","0.6901413","0.014480812","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8672192","0.1936383","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.86367494","0.17766023","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.22500306","0.23517871","0.02264439","0.5058824","0.83137256","0.92156863","1","1","1","1"
"0.15975463","0.3777424","0.017395286","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9448041","0.7058328","0.00006103609","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.6435727","0.8613802","0.011764706","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.97120106","0.7625293","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8847862","0.24371988","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.86649215","0.10902576","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.83392775","0.4356926","0.004791333","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.8668421","0.8305686","0.0026550698","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9489263","0.10071972","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
"0.9997613","0.453665","0","0.5647059","0.85490197","0.93333334","1","1","1","1"
